gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000075043	1.268105891	2.83e-78	AC	Ast	KCNQ2	potassium voltage-gated channel subfamily Q member 2	20	63400210	63472677
ENSG00000075043	1.208347349	8.36e-05	AC	OPC	KCNQ2	potassium voltage-gated channel subfamily Q member 2	20	63400210	63472677
ENSG00000075043	1.223978461	3.77e-222	CN	Ast	KCNQ2	potassium voltage-gated channel subfamily Q member 2	20	63400210	63472677
ENSG00000075292	1.266305014	1.04e-62	CN	Neu	ZNF638	zinc finger protein 638	2	71276561	71435069
ENSG00000075292	0.913443656	0.000474563	CN	OPC	ZNF638	zinc finger protein 638	2	71276561	71435069
ENSG00000075391	1.034302815	1.15e-137	AC	Ex	RASAL2	RAS protein activator like 2	1	178094141	178484147
ENSG00000075391	0.730586813	4.74e-41	AC	Ast	RASAL2	RAS protein activator like 2	1	178094141	178484147
ENSG00000075391	0.899224242	6.56e-14	CN	OD	RASAL2	RAS protein activator like 2	1	178094141	178484147
ENSG00000075391	1.195771402	2.67e-171	CN	Ast	RASAL2	RAS protein activator like 2	1	178094141	178484147
ENSG00000075539	0.741805546	7e-44	CN	Neu	FRYL	FRY like transcription coactivator	4	48497361	48780322
ENSG00000075624	1.061377808	1.51e-199	AC	Ex	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.565477697	2.04e-17	AC	OPC	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.643651533	1.18e-13	AC	MG	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	0.970397779	1.48e-93	CN	Neu	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.066224543	7.53e-156	CN	Ast	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.00016549	1.45e-79	CN	In	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.146316877	1.11e-12	CN	OPC	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	0.919154202	0.000147941	CN	MG	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	0.736819086	0	CB	Neu	ACTB	actin beta	7	5527148	5563784
ENSG00000075624	1.102306926	2.97e-19	CB	Ast	ACTB	actin beta	7	5527148	5563784
ENSG00000075711	0.742505815	8.8e-69	AC	Ex	DLG1	discs large MAGUK scaffold protein 1	3	197042560	197299330
ENSG00000075711	0.789787906	1.24e-06	AC	In	DLG1	discs large MAGUK scaffold protein 1	3	197042560	197299330
ENSG00000075711	0.734243517	1.81e-75	CN	Ast	DLG1	discs large MAGUK scaffold protein 1	3	197042560	197299330
ENSG00000075711	0.887626638	0.002245342	CN	OPC	DLG1	discs large MAGUK scaffold protein 1	3	197042560	197299330
ENSG00000076344	1.00399423	1.37e-10	AC	OD	RGS11	regulator of G protein signaling 11	16	268301	275980
ENSG00000076344	0.819069608	1.92e-06	CB	In	RGS11	regulator of G protein signaling 11	16	268301	275980
ENSG00000076641	1.638934814	0.009901243	AC	MG	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	8	80967810	81112068
ENSG00000076641	1.07924705	1.66e-20	CN	OD	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	8	80967810	81112068
ENSG00000076641	1.797415715	8.63e-09	CN	OPC	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	8	80967810	81112068
ENSG00000076864	-0.978732381	4.26e-86	AC	Ex	RAP1GAP	RAP1 GTPase activating protein	1	21596215	21669363
ENSG00000076864	-0.80521397	1.29e-85	CN	Ast	RAP1GAP	RAP1 GTPase activating protein	1	21596215	21669363
ENSG00000077147	0.839270743	1.59e-14	CN	OD	TM9SF3	transmembrane 9 superfamily member 3	10	96518110	96587452
ENSG00000077232	0.7237269	4.77e-95	CN	Ast	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	2	182716041	182794464
ENSG00000077264	1.721202614	0	AC	Ex	PAK3	p21 (RAC1) activated kinase 3	X	110944285	111227361
ENSG00000077264	1.750210042	4.77e-193	AC	Ast	PAK3	p21 (RAC1) activated kinase 3	X	110944285	111227361
ENSG00000077264	1.968203753	1.07e-52	CN	OD	PAK3	p21 (RAC1) activated kinase 3	X	110944285	111227361
ENSG00000077264	1.494032128	0	CN	Ast	PAK3	p21 (RAC1) activated kinase 3	X	110944285	111227361
ENSG00000077279	0.999829477	1.86e-185	CN	Ast	DCX	doublecortin	X	111293779	111412429
ENSG00000078018	0.90313745	2.02e-155	AC	Ex	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078018	0.969707521	7.27e-119	AC	Ast	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078018	0.985692162	0.002437181	AC	OPC	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078018	1.180462224	7.99e-43	CN	OD	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078018	1.397125501	3.03e-249	CN	Ast	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078018	1.140718561	1.89e-08	CB	Ast	MAP2	microtubule associated protein 2	2	209424058	209734118
ENSG00000078043	0.865430828	7.56e-98	AC	Ex	PIAS2	protein inhibitor of activated STAT 2	18	46803218	46920160
ENSG00000078043	0.776392395	1.85e-49	AC	Ast	PIAS2	protein inhibitor of activated STAT 2	18	46803218	46920160
ENSG00000078043	0.875860666	2.04e-17	CB	In	PIAS2	protein inhibitor of activated STAT 2	18	46803218	46920160
ENSG00000078114	0.747904271	2.3e-66	AC	Ex	NEBL	nebulette	10	20779973	21174187
ENSG00000078114	0.751662473	2.44e-76	CN	Ast	NEBL	nebulette	10	20779973	21174187
ENSG00000078142	0.922515844	1.14e-113	CN	Ast	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	18	41955234	42087830
ENSG00000078269	1.094911315	2.35e-06	AC	In	SYNJ2	synaptojanin 2	6	157981863	158099176
ENSG00000078269	1.247487894	4.73e-64	CN	Neu	SYNJ2	synaptojanin 2	6	157981863	158099176
ENSG00000078269	0.771712488	0.00803147	CB	OD	SYNJ2	synaptojanin 2	6	157981863	158099176
ENSG00000078328	0.909005176	9.33e-104	AC	Ex	RBFOX1	RNA binding fox-1 homolog 1	16	5239802	7713340
ENSG00000078674	0.7457563	5.92e-68	AC	Ex	PCM1	pericentriolar material 1	8	17922840	18029944
ENSG00000078674	0.848733854	1.44e-11	CB	In	PCM1	pericentriolar material 1	8	17922840	18029944
ENSG00000079215	-0.714946325	2.04e-12	AC	OD	SLC1A3	solute carrier family 1 member 3	5	36606355	36688334
ENSG00000079215	-1.168912732	2.5e-75	CN	In	SLC1A3	solute carrier family 1 member 3	5	36606355	36688334
ENSG00000079246	0.887564195	1.26e-11	CN	OD	XRCC5	X-ray repair cross complementing 5	2	216107464	216206303
ENSG00000079277	1.068107856	0.012976751	AC	MG	MKNK1	MAPK interacting serine/threonine kinase 1	1	46557408	46616843
ENSG00000079689	1.02707439	2.95e-18	CB	In	SCGN	secretagogin, EF-hand calcium binding protein	6	25652201	25701783
ENSG00000080298	1.008228007	7.42e-130	AC	Ex	RFX3	regulatory factor X3	9	3218297	3526004
ENSG00000080573	1.082594475	5.32e-42	AC	OD	COL5A3	collagen type V alpha 3 chain	19	9959561	10010504
ENSG00000080573	1.223240596	4.69e-69	CN	In	COL5A3	collagen type V alpha 3 chain	19	9959561	10010504
ENSG00000080644	1.072212138	5e-18	CN	OD	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	15	78593052	78621295
ENSG00000080823	0.821770341	5.7e-88	AC	Ex	MOK	MOK protein kinase	14	102224500	102305190
ENSG00000081189	0.809602146	0.001312896	AC	MG	MEF2C	myocyte enhancer factor 2C	5	88717117	88904257
ENSG00000081189	1.647417885	2.98e-07	CN	MG	MEF2C	myocyte enhancer factor 2C	5	88717117	88904257
ENSG00000082074	1.644103271	8.74e-05	AC	MG	FYB1	FYN binding protein 1	5	39105252	39274528
ENSG00000082074	1.564766628	0.046391684	CN	MG	FYB1	FYN binding protein 1	5	39105252	39274528
ENSG00000082153	1.106210941	1.11e-22	CN	OD	BZW1	basic leucine zipper and W2 domains 1	2	200810594	200827338
ENSG00000082153	1.002143661	6.69e-172	CN	Ast	BZW1	basic leucine zipper and W2 domains 1	2	200810594	200827338
ENSG00000082212	0.698593826	1.54e-06	CN	OD	ME2	malic enzyme 2	18	50879080	50954257
ENSG00000082641	-0.71752484	2.45e-35	AC	Ex	NFE2L1	nuclear factor, erythroid 2 like 1	17	48048329	48061545
ENSG00000083067	1.421067645	9.78e-40	CN	OD	TRPM3	transient receptor potential cation channel subfamily M member 3	9	70529063	71446904
ENSG00000083067	0.882541403	1.52e-10	CB	In	TRPM3	transient receptor potential cation channel subfamily M member 3	9	70529063	71446904
ENSG00000083067	1.270152842	5.21e-19	CB	Ast	TRPM3	transient receptor potential cation channel subfamily M member 3	9	70529063	71446904
ENSG00000083799	0.726233684	1.72e-41	AC	Ex	CYLD	CYLD lysine 63 deubiquitinase	16	50742050	50801935
ENSG00000083845	-0.732931355	2.87e-05	CN	Ast	RPS5	ribosomal protein S5	19	58386400	58394806
ENSG00000084090	1.104028247	1.05e-123	AC	Ex	STARD7	StAR related lipid transfer domain containing 7	2	96184859	96208825
ENSG00000084207	-0.746964483	6.62e-25	AC	Ast	GSTP1	glutathione S-transferase pi 1	11	67583595	67586656
ENSG00000084207	-0.829353798	4.73e-06	CN	Neu	GSTP1	glutathione S-transferase pi 1	11	67583595	67586656
ENSG00000084636	0.700977531	2.53e-47	CN	In	COL16A1	collagen type XVI alpha 1 chain	1	31652263	31704319
ENSG00000084636	1.584358316	2.23e-08	CN	OPC	COL16A1	collagen type XVI alpha 1 chain	1	31652263	31704319
ENSG00000084710	0.930745314	2.22e-17	CN	OD	EFR3B	EFR3 homolog B	2	25042076	25159135
ENSG00000084710	0.950048399	1.62e-116	CN	Ast	EFR3B	EFR3 homolog B	2	25042076	25159135
ENSG00000084731	-0.837110785	4.48e-34	AC	Ex	KIF3C	kinesin family member 3C	2	25926598	25982749
ENSG00000084764	0.773049101	2.02e-11	CN	OD	MAPRE3	microtubule associated protein RP/EB family member 3	2	26970637	27027219
ENSG00000085117	1.169720414	1.92e-10	AC	In	CD82	CD82 molecule	11	44564427	44620358
ENSG00000085117	1.30359624	8.82e-09	CB	OD	CD82	CD82 molecule	11	44564427	44620358
ENSG00000086504	-0.842372088	7.45e-10	CN	Ast	MRPL28	mitochondrial ribosomal protein L28	16	366969	371289
ENSG00000086570	0.967465103	4.68e-242	CB	Neu	FAT2	FAT atypical cadherin 2	5	151504093	151568944
ENSG00000087250	1.132414644	8.47e-103	AC	OD	MT3	metallothionein 3	16	56589074	56591088
ENSG00000087250	-2.355161297	1.34e-23	AC	MG	MT3	metallothionein 3	16	56589074	56591088
ENSG00000087250	-2.870512863	1.05e-23	CN	MG	MT3	metallothionein 3	16	56589074	56591088
ENSG00000087258	-0.968181421	3e-09	CN	In	GNAO1	G protein subunit alpha o1	16	56191489	56357444
ENSG00000087274	-1.19909622	9.18e-21	CN	Neu	ADD1	adducin 1	4	2843857	2930076
ENSG00000087460	0.734032002	3.91e-109	AC	Ast	GNAS	GNAS complex locus	20	58839718	58911192
ENSG00000087460	1.047010805	0.001318303	AC	OPC	GNAS	GNAS complex locus	20	58839718	58911192
ENSG00000088179	0.766217887	2.08e-66	AC	Ex	PTPN4	protein tyrosine phosphatase non-receptor type 4	2	119759922	119984899
ENSG00000088179	0.760455709	1.98e-128	CN	Ast	PTPN4	protein tyrosine phosphatase non-receptor type 4	2	119759922	119984899
ENSG00000088179	1.04688818	2.24e-16	CB	In	PTPN4	protein tyrosine phosphatase non-receptor type 4	2	119759922	119984899
ENSG00000088387	0.907220005	7.31e-45	AC	Ast	DOCK9	dedicator of cytokinesis 9	13	98793429	99086625
ENSG00000088387	1.384509712	4.17e-77	CN	Neu	DOCK9	dedicator of cytokinesis 9	13	98793429	99086625
ENSG00000088387	1.04470681	2.41e-20	CN	OD	DOCK9	dedicator of cytokinesis 9	13	98793429	99086625
ENSG00000088387	1.440812524	1.56e-07	CN	OPC	DOCK9	dedicator of cytokinesis 9	13	98793429	99086625
ENSG00000088538	-0.879753051	5.22e-43	AC	Ex	DOCK3	dedicator of cytokinesis 3	3	50674927	51384198
ENSG00000088992	-0.817083477	7.78e-14	CN	Ast	TESC	tescalcin	12	117038923	117099479
ENSG00000089012	-1.890570506	2.26e-30	AC	OD	SIRPG	signal regulatory protein gamma	20	1629152	1657779
ENSG00000089012	-2.050723192	2.02e-38	CN	In	SIRPG	signal regulatory protein gamma	20	1629152	1657779
ENSG00000089041	1.325790671	9.73e-16	AC	In	P2RX7	purinergic receptor P2X 7	12	121132819	121188032
ENSG00000089041	1.189138446	0.022915781	AC	MG	P2RX7	purinergic receptor P2X 7	12	121132819	121188032
ENSG00000089041	1.044664765	1.57e-40	CN	Neu	P2RX7	purinergic receptor P2X 7	12	121132819	121188032
ENSG00000089041	2.264947545	1.15e-12	CN	OPC	P2RX7	purinergic receptor P2X 7	12	121132819	121188032
ENSG00000089169	1.140094012	2.18e-22	CN	OD	RPH3A	rabphilin 3A	12	112570380	112898881
ENSG00000089199	-0.761917539	7.69e-32	AC	Ex	CHGB	chromogranin B	20	5911510	5925353
ENSG00000089199	-0.962869889	3.1e-39	AC	Ast	CHGB	chromogranin B	20	5911510	5925353
ENSG00000089280	0.733787832	1.68e-67	AC	Ex	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.095669556	1.99e-07	AC	In	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	0.760630192	6.46e-13	AC	OD	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	0.803773658	0.002043872	AC	OPC	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.363997178	4.15e-86	CN	Neu	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.266981109	3.4e-34	CN	OD	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.370413602	1e-250	CN	Ast	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	0.888547657	3.39e-35	CN	In	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.129892689	1.6e-06	CN	OPC	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	0.883306001	0	CB	Neu	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.010185631	2.53e-22	CB	In	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	0.891085806	1.61e-09	CB	Ast	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089280	1.291176322	3.39e-08	CB	OD	FUS	FUS RNA binding protein	16	31180110	31194871
ENSG00000089737	-0.936350102	1.95e-118	AC	Ex	DDX24	DEAD-box helicase 24	14	94048287	94081212
ENSG00000089737	-1.065582117	4.21e-128	AC	Ast	DDX24	DEAD-box helicase 24	14	94048287	94081212
ENSG00000089737	-1.108974236	2.66e-13	AC	OD	DDX24	DEAD-box helicase 24	14	94048287	94081212
ENSG00000089737	-0.881540326	7.69e-13	CB	In	DDX24	DEAD-box helicase 24	14	94048287	94081212
ENSG00000089916	1.093212831	1.21e-152	AC	Ex	GPATCH2L	G-patch domain containing 2 like	14	76151916	76254342
ENSG00000089916	0.81926043	4.42e-14	CN	OD	GPATCH2L	G-patch domain containing 2 like	14	76151916	76254342
ENSG00000089916	1.225866276	2.33e-248	CN	Ast	GPATCH2L	G-patch domain containing 2 like	14	76151916	76254342
ENSG00000090097	-1.205587943	3.06e-240	CB	Neu	PCBP4	poly(rC) binding protein 4	3	51957454	51974016
ENSG00000090104	1.86271992	0.010418164	CN	MG	RGS1	regulator of G protein signaling 1	1	192575763	192580024
ENSG00000090238	-0.85814915	0.01435415	CN	OD	YPEL3	yippee like 3	16	30092314	30096915
ENSG00000090238	-1.090977094	0	CB	Neu	YPEL3	yippee like 3	16	30092314	30096915
ENSG00000090238	-0.913175436	9.83e-09	CB	In	YPEL3	yippee like 3	16	30092314	30096915
ENSG00000090615	0.799224313	6.95e-67	AC	Ex	GOLGA3	golgin A3	12	132768914	132829078
ENSG00000090863	0.985644081	1.06e-102	AC	Ex	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000090863	1.328135944	4.45e-11	AC	In	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000090863	1.0472835	1.94e-78	AC	Ast	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000090863	0.925204996	1.61e-09	AC	OD	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000090863	1.232800285	3.78e-20	CN	OD	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000090863	0.960199395	5.44e-124	CN	Ast	GLG1	golgi glycoprotein 1	16	74447427	74607144
ENSG00000091164	0.82991967	1.25e-09	CN	OD	TXNL1	thioredoxin like 1	18	56597209	56651600
ENSG00000091592	1.742752902	0	AC	Ex	NLRP1	NLR family pyrin domain containing 1	17	5499427	5619424
ENSG00000091592	1.41609014	2.93e-100	AC	Ast	NLRP1	NLR family pyrin domain containing 1	17	5499427	5619424
ENSG00000091592	1.316773155	4.1e-30	CN	OD	NLRP1	NLR family pyrin domain containing 1	17	5499427	5619424
ENSG00000092421	1.235735202	2.9e-06	CB	OD	SEMA6A	semaphorin 6A	5	116443616	116574934
ENSG00000092621	-1.01197716	1.23e-07	CN	Neu	PHGDH	phosphoglycerate dehydrogenase	1	119648411	119744226
ENSG00000092758	1.648899058	6.74e-08	CN	OPC	COL9A3	collagen type IX alpha 3 chain	20	62816244	62841159
ENSG00000092964	-0.745198767	4.5e-95	AC	Ex	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000092964	-1.105758604	7.03e-08	AC	In	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000092964	-1.055830525	1.73e-55	CN	Neu	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000092964	-0.694513167	2.92e-174	CB	Neu	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000092964	-0.813435902	8.63e-11	CB	In	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000092964	-0.813261682	0.00012057	CB	OD	DPYSL2	dihydropyrimidinase like 2	8	26514031	26658178
ENSG00000094916	0.858264777	2.04e-64	AC	Ex	CBX5	chromobox 5	12	54230942	54280133
ENSG00000094916	1.057913314	5.39e-60	AC	Ast	CBX5	chromobox 5	12	54230942	54280133
ENSG00000094916	0.952929055	2.06e-15	CN	OD	CBX5	chromobox 5	12	54230942	54280133
ENSG00000094916	1.019983231	1.28e-141	CN	Ast	CBX5	chromobox 5	12	54230942	54280133
ENSG00000095066	0.804950716	4.1e-80	CN	Ast	HOOK2	hook microtubule tethering protein 2	19	12763003	12872740
ENSG00000096093	0.774767362	1.9e-65	CN	Ast	EFHC1	EF-hand domain containing 1	6	52362123	52529886
ENSG00000099204	1.134123864	1.1e-141	AC	Ex	ABLIM1	actin binding LIM protein 1	10	114431113	114768061
ENSG00000099204	1.678584794	4.73e-24	AC	OD	ABLIM1	actin binding LIM protein 1	10	114431113	114768061
ENSG00000099204	1.951177038	0	CB	Neu	ABLIM1	actin binding LIM protein 1	10	114431113	114768061
ENSG00000099308	1.516163843	1.21e-252	AC	Ex	MAST3	microtubule associated serine/threonine kinase 3	19	18097793	18151692
ENSG00000099308	1.488957002	0	CN	Ast	MAST3	microtubule associated serine/threonine kinase 3	19	18097793	18151692
ENSG00000099331	1.35652371	2e-62	CN	Neu	MYO9B	myosin IXB	19	17075781	17214537
ENSG00000099365	-0.846199308	5.41e-106	CB	Neu	STX1B	syntaxin 1B	16	30989256	31010638
ENSG00000099365	-0.871469446	0.004841137	CB	In	STX1B	syntaxin 1B	16	30989256	31010638
ENSG00000099622	-0.896243895	7.32e-10	AC	OD	CIRBP	cold inducible RNA binding protein	19	1259384	1274880
ENSG00000099817	-0.791947156	8.34e-05	CN	Ast	POLR2E	RNA polymerase II subunit E	19	1086574	1095380
ENSG00000099822	1.736794653	4.31e-12	CB	OD	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	19	589881	617159
ENSG00000099849	-1.184145804	3.21e-11	CB	In	RASSF7	Ras association domain family member 7	11	560404	564025
ENSG00000100077	0.969605966	3.74e-116	AC	Ex	GRK3	G protein-coupled receptor kinase 3	22	25564675	25729294
ENSG00000100077	1.252931732	1.5e-91	AC	Ast	GRK3	G protein-coupled receptor kinase 3	22	25564675	25729294
ENSG00000100138	-0.809874514	1.58e-33	AC	Ast	SNU13	small nuclear ribonucleoprotein 13	22	41673933	41690504
ENSG00000100142	1.795006378	2.21e-27	AC	In	POLR2F	RNA polymerase II subunit F	22	37952607	38041915
ENSG00000100142	0.984515263	1.75e-62	CN	Neu	POLR2F	RNA polymerase II subunit F	22	37952607	38041915
ENSG00000100142	0.995969989	0.000441611	CN	OPC	POLR2F	RNA polymerase II subunit F	22	37952607	38041915
ENSG00000100142	1.292612519	4.4e-08	CB	OD	POLR2F	RNA polymerase II subunit F	22	37952607	38041915
ENSG00000100201	-0.727214864	6.04e-17	AC	OD	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.986349767	3.72e-20	CN	OD	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.993331608	4.84e-134	CN	Ast	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.974545142	5.29e-96	CN	In	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.773997507	3.65e-223	CB	Neu	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.761345292	1.92e-19	CB	In	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100201	-0.835151989	9.69e-09	CB	Ast	DDX17	DEAD-box helicase 17	22	38483438	38507660
ENSG00000100280	-1.890100764	0.001285786	CN	MG	AP1B1	adaptor related protein complex 1 subunit beta 1	22	29327680	29423179
ENSG00000100320	0.776918236	2.95e-73	AC	Ex	RBFOX2	RNA binding fox-1 homolog 2	22	35738736	36028824
ENSG00000100320	0.756403038	1.33e-52	AC	Ast	RBFOX2	RNA binding fox-1 homolog 2	22	35738736	36028824
ENSG00000100320	0.913762951	4.77e-17	CN	OD	RBFOX2	RNA binding fox-1 homolog 2	22	35738736	36028824
ENSG00000100320	0.778359223	8.42e-85	CN	Ast	RBFOX2	RNA binding fox-1 homolog 2	22	35738736	36028824
ENSG00000100321	-0.845990562	1.44e-40	AC	Ex	SYNGR1	synaptogyrin 1	22	39349925	39385575
ENSG00000100354	1.75959146	0	AC	Ex	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	1.779990779	9.39e-27	AC	In	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	1.859389937	3.78e-281	AC	Ast	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	1.523477905	4.6e-40	AC	OD	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	2.250818061	2.26e-19	AC	OPC	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	1.417287205	0.002790647	AC	MG	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	2.204865619	1.26e-178	CN	Neu	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	2.1059076	5e-87	CN	OD	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	2.175562437	0	CN	Ast	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
ENSG00000100354	1.748526627	7.1e-102	CN	In	TNRC6B	trinucleotide repeat containing adaptor 6B	22	40044817	40335808
