gene	p_val	avg_logFC	pct.H	pct.O	p_val_adj	cell_type	hgnc_symbol	chromosome_name	start_position	end_position	entrezgene_description	tissue	cell
ENSG00000059588	3.11e-121	0.939808936	0.198	0.031	3.42e-117	Ex	TARBP1	1	234391313	234479179	TAR (HIV-1) RNA binding protein 1	AC	AC Ex
ENSG00000059588	9.96e-16	0.838425579	0.156	0.031	1.05e-11	OD	TARBP1	1	234391313	234479179	TAR (HIV-1) RNA binding protein 1	CN	CN OD
ENSG00000059588	3.7e-67	0.703702333	0.192	0.046	3.89e-63	Ast	TARBP1	1	234391313	234479179	TAR (HIV-1) RNA binding protein 1	CN	CN Ast
ENSG00000059588	1.09e-18	0.97738553	0.165	0.04	1.02e-14	In	TARBP1	1	234391313	234479179	TAR (HIV-1) RNA binding protein 1	CB	CB In
ENSG00000060491	0.009971832	-0.7488285	0.061	0.106	1	OD	OGFR	20	62804835	62814000	opioid growth factor receptor	CN	CN OD
ENSG00000060718	0.308770665	-0.895669302	0.136	0.156	1	OPC	COL11A1	1	102876467	103108872	collagen type XI alpha 1 chain	CN	CN OPC
ENSG00000060982	5.17e-28	0.978839993	0.122	0.001	5.45e-24	OD	BCAT1	12	24810024	24949101	branched chain amino acid transaminase 1	CN	CN OD
ENSG00000061337	2.09e-10	-0.872105376	0.042	0.106	2.2e-06	Ast	LZTS1	8	20246165	20303963	leucine zipper tumor suppressor 1	CN	CN Ast
ENSG00000063015	1.85e-19	-0.726222355	0.055	0.133	2.04e-15	Ex	SEZ6	17	28954901	29006440	seizure related 6 homolog	AC	AC Ex
ENSG00000064042	4.41e-06	-0.702252591	0.085	0.128	0.046434634	Neu	LIMCH1	4	41359607	41700044	LIM and calponin homology domains 1	CN	CN Neu
ENSG00000064607	1.24e-07	0.744328803	0.129	0.043	0.001367471	In	SUGP2	19	18990888	19034023	SURP and G-patch domain containing 2	AC	AC In
ENSG00000064607	0.000963681	1.032689597	0.119	0.044	1	MG	SUGP2	19	18990888	19034023	SURP and G-patch domain containing 2	AC	AC MG
ENSG00000064787	1.56e-09	1.148826199	0.143	0.024	1.72e-05	OPC	BCAS1	20	53936777	54070594	breast carcinoma amplified sequence 1	AC	AC OPC
ENSG00000064787	1.81e-07	1.34009343	0.118	0.014	0.001908085	OPC	BCAS1	20	53936777	54070594	breast carcinoma amplified sequence 1	CN	CN OPC
ENSG00000065135	2.4e-10	0.695092328	0.101	0.021	2.52e-06	OD	GNAI3	1	109548615	109618324	G protein subunit alpha i3	CN	CN OD
ENSG00000065135	5.91e-184	0.997794989	0.132	0.006	6.22e-180	Ast	GNAI3	1	109548615	109618324	G protein subunit alpha i3	CN	CN Ast
ENSG00000065243	4.26e-28	-0.705418862	0.102	0.217	4.69e-24	Ex	PKN2	1	88684222	88836255	protein kinase N2	AC	AC Ex
ENSG00000065361	1.09e-48	-1.094476557	0.011	0.138	1.2e-44	Ex	ERBB3	12	56076799	56103505	erb-b2 receptor tyrosine kinase 3	AC	AC Ex
ENSG00000065361	2.82e-54	0.917054946	0.173	0.045	2.97e-50	Neu	ERBB3	12	56076799	56103505	erb-b2 receptor tyrosine kinase 3	CN	CN Neu
ENSG00000065361	1.12e-07	0.83561152	0.136	0.019	0.001177149	OPC	ERBB3	12	56076799	56103505	erb-b2 receptor tyrosine kinase 3	CN	CN OPC
ENSG00000065518	1.92e-33	1.595440195	0.183	0.023	2.11e-29	OD	NDUFB4	3	120596328	120602507	NADH:ubiquinone oxidoreductase subunit B4	AC	AC OD
ENSG00000065518	3.47e-42	0.892360374	0.131	0.027	3.65e-38	In	NDUFB4	3	120596328	120602507	NADH:ubiquinone oxidoreductase subunit B4	CN	CN In
ENSG00000065518	0.005370851	-0.796234713	0.059	0.134	1	OD	NDUFB4	3	120596328	120602507	NADH:ubiquinone oxidoreductase subunit B4	CB	CB OD
ENSG00000065609	4.45e-16	0.712384218	0.183	0.041	4.68e-12	OD	SNAP91	6	83552880	83709691	synaptosome associated protein 91	CN	CN OD
ENSG00000065809	2.71e-05	-0.901559118	0.106	0.197	0.298860142	In	FAM107B	10	14518557	14774897	family with sequence similarity 107 member B	AC	AC In
ENSG00000065883	5.2e-127	1.043589031	0.193	0.027	5.73e-123	Ex	CDK13	7	39950121	40099580	cyclin dependent kinase 13	AC	AC Ex
ENSG00000065883	5.3e-48	0.846057763	0.113	0.025	5.83e-44	Ast	CDK13	7	39950121	40099580	cyclin dependent kinase 13	AC	AC Ast
ENSG00000065883	1.27e-112	1.001035114	0.207	0.035	1.34e-108	Ast	CDK13	7	39950121	40099580	cyclin dependent kinase 13	CN	CN Ast
ENSG00000065883	1.44e-15	0.963619838	0.115	0.021	1.35e-11	In	CDK13	7	39950121	40099580	cyclin dependent kinase 13	CB	CB In
ENSG00000065923	1.04e-32	1.280040469	0.138	0	1.1e-28	OD	SLC9A7	X	46599251	46759118	solute carrier family 9 member A7	CN	CN OD
ENSG00000065923	0	1.738721508	0.256	0.002	0	Ast	SLC9A7	X	46599251	46759118	solute carrier family 9 member A7	CN	CN Ast
ENSG00000065989	3.03e-77	-1.141648117	0.121	0.348	3.34e-73	Ex	PDE4A	19	10416773	10469630	phosphodiesterase 4A	AC	AC Ex
ENSG00000066336	0.001738079	-0.835850495	0.061	0.145	1	MG	SPI1	11	47354860	47378576	Spi-1 proto-oncogene	CN	CN MG
ENSG00000066933	2.78e-88	0.8868705	0.169	0.03	2.92e-84	Ast	MYO9A	15	71822291	72118577	myosin IXA	CN	CN Ast
ENSG00000067082	4.34e-06	-1.166396682	0.095	0.226	0.047760454	MG	KLF6	10	3775996	3785281	Kruppel like factor 6	AC	AC MG
ENSG00000067082	8.57e-06	-1.034946121	0.095	0.244	0.090207098	MG	KLF6	10	3775996	3785281	Kruppel like factor 6	CN	CN MG
ENSG00000067606	3.44e-135	1.131994195	0.141	0.008	3.79e-131	Ex	PRKCZ	1	2050411	2185395	protein kinase C zeta	AC	AC Ex
ENSG00000067606	0	1.302441961	0.145	0.001	0	Ast	PRKCZ	1	2050411	2185395	protein kinase C zeta	CN	CN Ast
ENSG00000067715	2.92e-05	-0.907741113	0.116	0.238	0.321754694	MG	SYT1	12	78863993	79452008	synaptotagmin 1	AC	AC MG
ENSG00000067836	1.13e-21	-0.724011807	0.1	0.192	1.25e-17	Ex	ROGDI	16	4796968	4802950	rogdi atypical leucine zipper	AC	AC Ex
ENSG00000068400	0.010021891	-0.732666271	0.064	0.108	1	OD	GRIPAP1	X	48973720	49002264	GRIP1 associated protein 1	CN	CN OD
ENSG00000068615	4.35e-46	0.777986286	0.117	0.028	4.79e-42	Ast	REEP1	2	86213993	86338083	receptor accessory protein 1	AC	AC Ast
ENSG00000068615	2.21e-60	0.739852092	0.114	0.02	2.33e-56	Ast	REEP1	2	86213993	86338083	receptor accessory protein 1	CN	CN Ast
ENSG00000069275	2.64e-09	-0.754205742	0.102	0.164	2.78e-05	Neu	NUCKS1	1	205712822	205750182	nuclear casein kinase and cyclin dependent kinase substrate 1	CN	CN Neu
ENSG00000069424	4.59e-09	-0.753046472	0.07	0.134	4.83e-05	Ast	KCNAB2	1	5990927	6101193	potassium voltage-gated channel subfamily A regulatory beta subunit 2	CN	CN Ast
ENSG00000069667	3.75e-26	0.97641574	0.299	0.105	3.52e-22	In	RORA	15	60488284	61229302	RAR related orphan receptor A	CB	CB In
ENSG00000069667	3.97e-12	1.139376242	0.12	0.013	3.72e-08	Ast	RORA	15	60488284	61229302	RAR related orphan receptor A	CB	CB Ast
ENSG00000069849	3.99e-05	-1.058977344	0.037	0.127	0.438874703	MG	ATP1B3	3	141876124	141926549	ATPase Na+/K+ transporting subunit beta 3	AC	AC MG
ENSG00000070214	1.09e-163	1.22025985	0.204	0.02	1.2e-159	Ex	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	AC	AC Ex
ENSG00000070214	8.94e-29	1.142046065	0.406	0.111	9.84e-25	In	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	AC	AC In
ENSG00000070214	2.55e-08	0.948610133	0.14	0.028	0.00028041	OPC	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	AC	AC OPC
ENSG00000070214	8.9e-78	0.751488901	0.529	0.242	9.37e-74	Neu	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	CN	CN Neu
ENSG00000070214	4.15e-14	0.697784439	0.196	0.054	4.37e-10	OD	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	CN	CN OD
ENSG00000070214	8.17e-72	0.743636991	0.18	0.039	8.6e-68	Ast	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	CN	CN Ast
ENSG00000070214	5.79e-15	1.360975547	0.3	0.045	6.1e-11	OPC	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	CN	CN OPC
ENSG00000070214	4.85e-16	0.944835141	0.548	0.246	4.55e-12	OD	SLC44A1	9	105244622	105439171	solute carrier family 44 member 1	CB	CB OD
ENSG00000070413	3.85e-40	0.693230642	0.136	0.044	4.23e-36	Ast	DGCR2	22	19036282	19122454	DiGeorge syndrome critical region gene 2	AC	AC Ast
ENSG00000070413	2.91e-08	1.272817261	0.112	0.017	0.000320192	OPC	DGCR2	22	19036282	19122454	DiGeorge syndrome critical region gene 2	AC	AC OPC
ENSG00000070413	2.97e-15	0.90439502	0.131	0.022	3.13e-11	OD	DGCR2	22	19036282	19122454	DiGeorge syndrome critical region gene 2	CN	CN OD
ENSG00000071054	8.35e-17	0.9911396	0.276	0.088	9.19e-13	In	MAP4K4	2	101696850	101894689	mitogen-activated protein kinase kinase kinase kinase 4	AC	AC In
ENSG00000071054	1.02e-124	1.50279005	0.206	0.026	1.07e-120	Neu	MAP4K4	2	101696850	101894689	mitogen-activated protein kinase kinase kinase kinase 4	CN	CN Neu
ENSG00000071054	3.27e-05	1.003034531	0.117	0.025	0.34406651	MG	MAP4K4	2	101696850	101894689	mitogen-activated protein kinase kinase kinase kinase 4	CN	CN MG
ENSG00000071054	4.34e-08	0.723855938	0.231	0.081	0.000406672	OD	MAP4K4	2	101696850	101894689	mitogen-activated protein kinase kinase kinase kinase 4	CB	CB OD
ENSG00000071073	0	1.249552427	0.148	0.001	0	Ast	MGAT4A	2	98619106	98731132	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	CN	CN Ast
ENSG00000071082	0	1.691047534	0.569	0.106	0	Ex	RPL31	2	101002229	101024032	ribosomal protein L31	AC	AC Ex
ENSG00000071082	1.1e-19	1.571816944	0.156	0.019	1.21e-15	In	RPL31	2	101002229	101024032	ribosomal protein L31	AC	AC In
ENSG00000071082	3.05e-88	2.241853768	0.391	0.037	3.36e-84	OD	RPL31	2	101002229	101024032	ribosomal protein L31	AC	AC OD
ENSG00000071082	2.39e-11	1.655161601	0.128	0.009	2.63e-07	OPC	RPL31	2	101002229	101024032	ribosomal protein L31	AC	AC OPC
ENSG00000071082	9.59e-32	2.895597897	0.482	0.04	1.06e-27	MG	RPL31	2	101002229	101024032	ribosomal protein L31	AC	AC MG
ENSG00000071082	9.71e-52	1.62887185	0.343	0.037	1.02e-47	OD	RPL31	2	101002229	101024032	ribosomal protein L31	CN	CN OD
ENSG00000071082	0	2.155836271	0.576	0.074	0	Ast	RPL31	2	101002229	101024032	ribosomal protein L31	CN	CN Ast
ENSG00000071082	5.68e-214	2.554251727	0.332	0.016	5.98e-210	In	RPL31	2	101002229	101024032	ribosomal protein L31	CN	CN In
ENSG00000071082	5.65e-21	2.323549865	0.264	0.014	5.94e-17	OPC	RPL31	2	101002229	101024032	ribosomal protein L31	CN	CN OPC
ENSG00000071082	1.03e-13	2.408752621	0.242	0.028	1.09e-09	MG	RPL31	2	101002229	101024032	ribosomal protein L31	CN	CN MG
ENSG00000071082	1.94e-173	0.83212356	0.111	0.038	1.82e-169	Neu	RPL31	2	101002229	101024032	ribosomal protein L31	CB	CB Neu
ENSG00000071082	1.04e-45	1.568102069	0.312	0.059	9.78e-42	In	RPL31	2	101002229	101024032	ribosomal protein L31	CB	CB In
ENSG00000071082	7.22e-18	1.502185414	0.193	0.025	6.77e-14	Ast	RPL31	2	101002229	101024032	ribosomal protein L31	CB	CB Ast
ENSG00000071242	0.000707762	-0.800115053	0.058	0.12	1	OD	RPS6KA2	6	166409364	166906451	ribosomal protein S6 kinase A2	CN	CN OD
ENSG00000071282	1.16e-15	1.134877473	0.106	0.017	1.09e-11	In	LMCD1	3	8501807	8574668	LIM and cysteine rich domains 1	CB	CB In
ENSG00000071553	0.001357978	-0.906066141	0.046	0.115	1	MG	ATP6AP1	X	154428645	154436516	ATPase H+ transporting accessory protein 1	AC	AC MG
ENSG00000072071	2.3e-67	-0.831899226	0.226	0.444	2.54e-63	Ex	ADGRL1	19	14147743	14206187	adhesion G protein-coupled receptor L1	AC	AC Ex
ENSG00000072071	0.017347669	-0.847734136	0.076	0.123	1	OPC	ADGRL1	19	14147743	14206187	adhesion G protein-coupled receptor L1	AC	AC OPC
ENSG00000072071	3e-06	-0.694908337	0.103	0.174	0.028087616	In	ADGRL1	19	14147743	14206187	adhesion G protein-coupled receptor L1	CB	CB In
ENSG00000072110	6.97e-54	-0.91798426	0.424	0.579	7.34e-50	Ast	ACTN1	14	68874143	68979440	actinin alpha 1	CN	CN Ast
ENSG00000072134	0.029055139	-0.750448411	0.231	0.258	1	OPC	EPN2	17	19215615	19336715	epsin 2	AC	AC OPC
ENSG00000072134	0.136177327	-0.961683709	0.209	0.236	1	OPC	EPN2	17	19215615	19336715	epsin 2	CN	CN OPC
ENSG00000072182	1.35e-12	1.748089261	0.128	0.005	1.49e-08	OPC	ASIC4	2	219514170	219538772	acid sensing ion channel subunit family member 4	AC	AC OPC
ENSG00000072201	7.73e-95	0.87890334	0.123	0.013	8.51e-91	Ex	LNX1	4	53459301	53701405	ligand of numb-protein X 1	AC	AC Ex
ENSG00000072310	1.05e-12	-1.234794629	0.039	0.113	1.15e-08	OD	SREBF1	17	17810399	17837011	sterol regulatory element binding transcription factor 1	AC	AC OD
ENSG00000072778	1.76e-24	0.896275585	0.233	0.073	1.94e-20	OD	ACADVL	17	7217125	7225266	acyl-CoA dehydrogenase very long chain	AC	AC OD
ENSG00000072832	1.35e-41	-0.73637254	0.12	0.28	1.48e-37	Ex	CRMP1	4	5748084	5893086	collapsin response mediator protein 1	AC	AC Ex
ENSG00000073670	2.16e-28	-0.765048347	0.113	0.23	2.38e-24	Ex	ADAM11	17	44758988	44781846	ADAM metallopeptidase domain 11	AC	AC Ex
ENSG00000073803	1.5e-16	0.789734825	0.131	0.019	1.58e-12	OD	MAP3K13	3	185282941	185489094	mitogen-activated protein kinase kinase kinase 13	CN	CN OD
ENSG00000073910	3.49e-06	-0.750373858	0.076	0.138	0.032752853	In	FRY	13	31846713	32299125	FRY microtubule binding protein	CB	CB In
ENSG00000074054	4.19e-149	1.094383754	0.154	0.008	4.61e-145	Ex	CLASP1	2	121337776	121649587	cytoplasmic linker associated protein 1	AC	AC Ex
ENSG00000074410	1.95e-69	-1.339450575	0.204	0.466	2.06e-65	Ast	CA12	15	63321378	63381846	carbonic anhydrase 12	CN	CN Ast
ENSG00000074590	3.65e-113	-1.03256954	0.28	0.566	4.01e-109	Ex	NUAK1	12	106063340	106140033	NUAK family kinase 1	AC	AC Ex
ENSG00000074800	2.99e-09	-0.748845648	0.092	0.182	2.8e-05	In	ENO1	1	8861000	8879190	enolase 1	CB	CB In
ENSG00000074935	6.48e-15	0.719387193	0.128	0.021	6.82e-11	OD	TUBE1	6	112070663	112087529	tubulin epsilon 1	CN	CN OD
ENSG00000074935	1.16e-14	1.043204585	0.112	0.022	1.09e-10	In	TUBE1	6	112070663	112087529	tubulin epsilon 1	CB	CB In
ENSG00000075043	2.63e-182	1.284828982	0.206	0.016	2.9e-178	Ex	KCNQ2	20	63400210	63472677	potassium voltage-gated channel subfamily Q member 2	AC	AC Ex
ENSG00000075043	2.57e-82	1.268105891	0.109	0.005	2.83e-78	Ast	KCNQ2	20	63400210	63472677	potassium voltage-gated channel subfamily Q member 2	AC	AC Ast
ENSG00000075043	7.6e-09	1.208347349	0.109	0.012	8.36e-05	OPC	KCNQ2	20	63400210	63472677	potassium voltage-gated channel subfamily Q member 2	AC	AC OPC
ENSG00000075043	3.58e-226	1.223978461	0.158	0.007	3.77e-222	Ast	KCNQ2	20	63400210	63472677	potassium voltage-gated channel subfamily Q member 2	CN	CN Ast
ENSG00000075292	9.88e-67	1.266305014	0.134	0.022	1.04e-62	Neu	ZNF638	2	71276561	71435069	zinc finger protein 638	CN	CN Neu
ENSG00000075292	4.51e-08	0.913443656	0.173	0.031	0.000474563	OPC	ZNF638	2	71276561	71435069	zinc finger protein 638	CN	CN OPC
ENSG00000075292	6.28e-05	0.761055923	0.124	0.042	0.588865031	OD	ZNF638	2	71276561	71435069	zinc finger protein 638	CB	CB OD
ENSG00000075391	1.04e-141	1.034302815	0.246	0.043	1.15e-137	Ex	RASAL2	1	178094141	178484147	RAS protein activator like 2	AC	AC Ex
ENSG00000075391	4.3e-45	0.730586813	0.143	0.043	4.74e-41	Ast	RASAL2	1	178094141	178484147	RAS protein activator like 2	AC	AC Ast
ENSG00000075391	6.24e-18	0.899224242	0.159	0.027	6.56e-14	OD	RASAL2	1	178094141	178484147	RAS protein activator like 2	CN	CN OD
ENSG00000075391	2.54e-175	1.195771402	0.273	0.04	2.67e-171	Ast	RASAL2	1	178094141	178484147	RAS protein activator like 2	CN	CN Ast
ENSG00000075539	6.65e-48	0.741805546	0.225	0.077	7e-44	Neu	FRYL	4	48497361	48780322	FRY like transcription coactivator	CN	CN Neu
ENSG00000075624	1.37e-203	1.061377808	0.709	0.342	1.51e-199	Ex	ACTB	7	5527148	5563784	actin beta	AC	AC Ex
ENSG00000075624	1.85e-21	1.565477697	0.292	0.038	2.04e-17	OPC	ACTB	7	5527148	5563784	actin beta	AC	AC OPC
ENSG00000075624	1.07e-17	1.643651533	0.381	0.071	1.18e-13	MG	ACTB	7	5527148	5563784	actin beta	AC	AC MG
ENSG00000075624	1.4e-97	0.970397779	0.273	0.063	1.48e-93	Neu	ACTB	7	5527148	5563784	actin beta	CN	CN Neu
ENSG00000075624	7.16e-160	1.066224543	0.575	0.171	7.53e-156	Ast	ACTB	7	5527148	5563784	actin beta	CN	CN Ast
ENSG00000075624	1.38e-83	1.00016549	0.254	0.052	1.45e-79	In	ACTB	7	5527148	5563784	actin beta	CN	CN In
ENSG00000075624	1.06e-16	1.146316877	0.391	0.071	1.11e-12	OPC	ACTB	7	5527148	5563784	actin beta	CN	CN OPC
ENSG00000075624	1.41e-08	0.919154202	0.294	0.095	0.000147941	MG	ACTB	7	5527148	5563784	actin beta	CN	CN MG
ENSG00000075624	0	0.736819086	0.34	0.145	0	Neu	ACTB	7	5527148	5563784	actin beta	CB	CB Neu
ENSG00000075624	3.17e-23	1.102306926	0.442	0.131	2.97e-19	Ast	ACTB	7	5527148	5563784	actin beta	CB	CB Ast
ENSG00000075711	7.99e-73	0.742505815	0.276	0.101	8.8e-69	Ex	DLG1	3	197042560	197299330	discs large MAGUK scaffold protein 1	AC	AC Ex
ENSG00000075711	1.13e-10	0.789787906	0.179	0.056	1.24e-06	In	DLG1	3	197042560	197299330	discs large MAGUK scaffold protein 1	AC	AC In
ENSG00000075711	1.72e-79	0.734243517	0.364	0.119	1.81e-75	Ast	DLG1	3	197042560	197299330	discs large MAGUK scaffold protein 1	CN	CN Ast
ENSG00000075711	2.13e-07	0.887626638	0.145	0.024	0.002245342	OPC	DLG1	3	197042560	197299330	discs large MAGUK scaffold protein 1	CN	CN OPC
ENSG00000076344	1.24e-14	1.00399423	0.102	0.021	1.37e-10	OD	RGS11	16	268301	275980	regulator of G protein signaling 11	AC	AC OD
ENSG00000076344	2.04e-10	0.819069608	0.118	0.039	1.92e-06	In	RGS11	16	268301	275980	regulator of G protein signaling 11	CB	CB In
ENSG00000076604	0.023961697	-0.745453162	0.067	0.111	1	OPC	TRAF4	17	28744005	28750956	TNF receptor associated factor 4	AC	AC OPC
ENSG00000076604	0.726614796	-0.775990001	0.136	0.132	1	OPC	TRAF4	17	28744005	28750956	TNF receptor associated factor 4	CN	CN OPC
ENSG00000076641	8.99e-07	1.638934814	0.101	0.004	0.009901243	MG	PAG1	8	80967810	81112068	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	AC	AC MG
ENSG00000076641	1.58e-24	1.07924705	0.107	0.001	1.66e-20	OD	PAG1	8	80967810	81112068	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	CN	CN OD
ENSG00000076641	8.2e-13	1.797415715	0.118	0	8.63e-09	OPC	PAG1	8	80967810	81112068	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	CN	CN OPC
ENSG00000076864	3.87e-90	-0.978732381	0.267	0.51	4.26e-86	Ex	RAP1GAP	1	21596215	21669363	RAP1 GTPase activating protein	AC	AC Ex
ENSG00000076864	0.001161214	-0.987386514	0.082	0.152	1	OPC	RAP1GAP	1	21596215	21669363	RAP1 GTPase activating protein	AC	AC OPC
ENSG00000076864	3.17e-05	-1.080356661	0.086	0.176	0.333135308	OD	RAP1GAP	1	21596215	21669363	RAP1 GTPase activating protein	CN	CN OD
ENSG00000076864	1.22e-89	-0.80521397	0.644	0.794	1.29e-85	Ast	RAP1GAP	1	21596215	21669363	RAP1 GTPase activating protein	CN	CN Ast
ENSG00000077147	1.51e-18	0.839270743	0.147	0.021	1.59e-14	OD	TM9SF3	10	96518110	96587452	transmembrane 9 superfamily member 3	CN	CN OD
ENSG00000077232	4.54e-99	0.7237269	0.103	0.009	4.77e-95	Ast	DNAJC10	2	182716041	182794464	DnaJ heat shock protein family (Hsp40) member C10	CN	CN Ast
ENSG00000077264	0	1.721202614	0.374	0.033	0	Ex	PAK3	X	110944285	111227361	p21 (RAC1) activated kinase 3	AC	AC Ex
ENSG00000077264	4.33e-197	1.750210042	0.273	0.022	4.77e-193	Ast	PAK3	X	110944285	111227361	p21 (RAC1) activated kinase 3	AC	AC Ast
ENSG00000077264	1.01e-56	1.968203753	0.263	0.006	1.07e-52	OD	PAK3	X	110944285	111227361	p21 (RAC1) activated kinase 3	CN	CN OD
ENSG00000077264	0	1.494032128	0.223	0.006	0	Ast	PAK3	X	110944285	111227361	p21 (RAC1) activated kinase 3	CN	CN Ast
ENSG00000077279	1.76e-189	0.999829477	0.124	0.005	1.86e-185	Ast	DCX	X	111293779	111412429	doublecortin	CN	CN Ast
ENSG00000078018	1.84e-159	0.90313745	0.498	0.167	2.02e-155	Ex	MAP2	2	209424058	209734118	microtubule associated protein 2	AC	AC Ex
ENSG00000078018	6.6e-123	0.969707521	0.358	0.11	7.27e-119	Ast	MAP2	2	209424058	209734118	microtubule associated protein 2	AC	AC Ast
ENSG00000078018	2.21e-07	0.985692162	0.146	0.038	0.002437181	OPC	MAP2	2	209424058	209734118	microtubule associated protein 2	AC	AC OPC
ENSG00000078018	7.59e-47	1.180462224	0.422	0.074	7.99e-43	OD	MAP2	2	209424058	209734118	microtubule associated protein 2	CN	CN OD
ENSG00000078018	2.88e-253	1.397125501	0.4	0.059	3.03e-249	Ast	MAP2	2	209424058	209734118	microtubule associated protein 2	CN	CN Ast
ENSG00000078018	2.02e-12	1.140718561	0.135	0.018	1.89e-08	Ast	MAP2	2	209424058	209734118	microtubule associated protein 2	CB	CB Ast
ENSG00000078043	6.87e-102	0.865430828	0.287	0.085	7.56e-98	Ex	PIAS2	18	46803218	46920160	protein inhibitor of activated STAT 2	AC	AC Ex
ENSG00000078043	1.68e-53	0.776392395	0.168	0.051	1.85e-49	Ast	PIAS2	18	46803218	46920160	protein inhibitor of activated STAT 2	AC	AC Ast
ENSG00000078043	2.17e-21	0.875860666	0.223	0.066	2.04e-17	In	PIAS2	18	46803218	46920160	protein inhibitor of activated STAT 2	CB	CB In
ENSG00000078114	2.09e-70	0.747904271	0.103	0.013	2.3e-66	Ex	NEBL	10	20779973	21174187	nebulette	AC	AC Ex
ENSG00000078114	2.31e-80	0.751662473	0.135	0.021	2.44e-76	Ast	NEBL	10	20779973	21174187	nebulette	CN	CN Ast
ENSG00000078142	1.08e-117	0.922515844	0.137	0.014	1.14e-113	Ast	PIK3C3	18	41955234	42087830	phosphatidylinositol 3-kinase catalytic subunit type 3	CN	CN Ast
ENSG00000078269	2.13e-10	1.094911315	0.115	0.025	2.35e-06	In	SYNJ2	6	157981863	158099176	synaptojanin 2	AC	AC In
ENSG00000078269	4.49e-68	1.247487894	0.134	0.021	4.73e-64	Neu	SYNJ2	6	157981863	158099176	synaptojanin 2	CN	CN Neu
ENSG00000078269	8.57e-07	0.771712488	0.188	0.065	0.00803147	OD	SYNJ2	6	157981863	158099176	synaptojanin 2	CB	CB OD
ENSG00000078328	8.47e-108	0.909005176	0.387	0.146	9.33e-104	Ex	RBFOX1	16	5239802	7713340	RNA binding fox-1 homolog 1	AC	AC Ex
ENSG00000078674	5.38e-72	0.7457563	0.289	0.11	5.92e-68	Ex	PCM1	8	17922840	18029944	pericentriolar material 1	AC	AC Ex
ENSG00000078674	1.54e-15	0.848733854	0.201	0.075	1.44e-11	In	PCM1	8	17922840	18029944	pericentriolar material 1	CB	CB In
ENSG00000079215	1.85e-16	-0.714946325	0.402	0.487	2.04e-12	OD	SLC1A3	5	36606355	36688334	solute carrier family 1 member 3	AC	AC OD
ENSG00000079215	2.37e-79	-1.168912732	0.318	0.521	2.5e-75	In	SLC1A3	5	36606355	36688334	solute carrier family 1 member 3	CN	CN In
ENSG00000079246	1.2e-15	0.887564195	0.144	0.026	1.26e-11	OD	XRCC5	2	216107464	216206303	X-ray repair cross complementing 5	CN	CN OD
ENSG00000079277	1.18e-06	1.068107856	0.207	0.063	0.012976751	MG	MKNK1	1	46557408	46616843	MAPK interacting serine/threonine kinase 1	AC	AC MG
ENSG00000079689	3.15e-22	1.02707439	0.218	0.06	2.95e-18	In	SCGN	6	25652201	25701783	secretagogin, EF-hand calcium binding protein	CB	CB In
ENSG00000080298	6.74e-134	1.008228007	0.154	0.012	7.42e-130	Ex	RFX3	9	3218297	3526004	regulatory factor X3	AC	AC Ex
ENSG00000080345	1.31e-05	0.750832515	0.124	0.037	0.123235797	OD	RIF1	2	151409883	151508013	replication timing regulatory factor 1	CB	CB OD
ENSG00000080573	4.83e-46	1.082594475	0.378	0.112	5.32e-42	OD	COL5A3	19	9959561	10010504	collagen type V alpha 3 chain	AC	AC OD
ENSG00000080573	4.45e-73	1.223240596	0.166	0.021	4.69e-69	In	COL5A3	19	9959561	10010504	collagen type V alpha 3 chain	CN	CN In
ENSG00000080644	4.75e-22	1.072212138	0.113	0.005	5e-18	OD	CHRNA3	15	78593052	78621295	cholinergic receptor nicotinic alpha 3 subunit	CN	CN OD
ENSG00000080823	5.18e-92	0.821770341	0.143	0.02	5.7e-88	Ex	MOK	14	102224500	102305190	MOK protein kinase	AC	AC Ex
